Posição no depósito;Corr.pos.dep.;Col.posição depósito;Nível pos.dep.;Subdiv.pos.dep.;Tipo de depósito;Área armazmto.;Tp.posição depósito
012-018-000-003;012;018;000;003;0010;GERL;P040
012-018-001-001;012;018;001;001;0010;GERL;P040
012-018-001-002;012;018;001;002;0010;GERL;P040
012-018-001-003;012;018;001;003;0010;GERL;P040
012-018-002-001;012;018;002;001;0010;GERL;P040
012-018-002-002;012;018;002;002;0010;GERL;P040
012-018-002-003;012;018;002;003;0010;GERL;P040
012-018-003-001;012;018;003;001;0010;GERL;P040
012-018-003-002;012;018;003;002;0010;GERL;P040
012-018-003-003;012;018;003;003;0010;GERL;P040
012-018-020-001;012;018;020;001;0010;MEDI;P080
012-018-030-001;012;018;030;001;0010;MEDI;P080
012-018-040-001;012;018;040;001;0010;MEDI;P136
012-018-050-001;012;018;050;001;0010;MEDI;P136
012-018-060-001;012;018;060;001;0010;MEDI;P136
012-018-070-001;012;018;070;001;0010;MEDI;P160
012-018-080-001;012;018;080;001;0010;MEDI;P200
012-019-000-001;012;019;000;001;0010;GERL;P040
012-019-000-002;012;019;000;002;0010;GERL;P040
012-019-000-003;012;019;000;003;0010;GERL;P040
012-019-001-001;012;019;001;001;0010;GERL;P040
012-019-001-002;012;019;001;002;0010;GERL;P040
012-019-001-003;012;019;001;003;0010;GERL;P040
012-019-002-001;012;019;002;001;0010;GERL;P040
012-019-002-002;012;019;002;002;0010;GERL;P040
012-019-002-003;012;019;002;003;0010;GERL;P040
012-019-003-001;012;019;003;001;0010;GERL;P040
012-019-003-002;012;019;003;002;0010;GERL;P040
012-019-003-003;012;019;003;003;0010;GERL;P040
012-019-020-001;012;019;020;001;0010;MEDI;P080
012-019-030-001;012;019;030;001;0010;MEDI;P080
012-019-040-001;012;019;040;001;0010;MEDI;P136
012-019-050-001;012;019;050;001;0010;MEDI;P136
012-019-060-001;012;019;060;001;0010;MEDI;P136
012-019-070-001;012;019;070;001;0010;MEDI;P160
012-019-080-001;012;019;080;001;0010;MEDI;P200
012-020-000-001;012;020;000;001;0010;GERL;P040
012-020-000-002;012;020;000;002;0010;GERL;P040
012-020-000-003;012;020;000;003;0010;GERL;P040
012-020-001-001;012;020;001;001;0010;GERL;P040
012-020-001-002;012;020;001;002;0010;GERL;P040
012-020-001-003;012;020;001;003;0010;GERL;P040
012-020-002-001;012;020;002;001;0010;GERL;P040
012-020-002-002;012;020;002;002;0010;GERL;P040
012-020-002-003;012;020;002;003;0010;GERL;P040
012-020-003-001;012;020;003;001;0010;GERL;P040
012-020-003-002;012;020;003;002;0010;GERL;P040
012-020-003-003;012;020;003;003;0010;GERL;P040
012-020-020-001;012;020;020;001;0010;MEDI;P080
012-020-030-001;012;020;030;001;0010;MEDI;P080
012-020-040-001;012;020;040;001;0010;MEDI;P136
012-020-050-001;012;020;050;001;0010;MEDI;P136
012-020-060-001;012;020;060;001;0010;MEDI;P136
012-020-070-001;012;020;070;001;0010;MEDI;P160
012-020-080-001;012;020;080;001;0010;MEDI;P200
012-021-000-001;012;021;000;001;0010;GERL;P040
012-021-000-002;012;021;000;002;0010;GERL;P040
012-021-000-003;012;021;000;003;0010;GERL;P040
012-021-001-001;012;021;001;001;0010;GERL;P040
012-021-001-002;012;021;001;002;0010;GERL;P040
012-021-001-003;012;021;001;003;0010;GERL;P040
012-021-002-001;012;021;002;001;0010;GERL;P040
012-021-002-002;012;021;002;002;0010;GERL;P040
012-021-002-003;012;021;002;003;0010;GERL;P040
012-021-003-001;012;021;003;001;0010;GERL;P040
012-021-003-002;012;021;003;002;0010;GERL;P040
012-021-003-003;012;021;003;003;0010;GERL;P040
012-021-020-001;012;021;020;001;0010;MEDI;P080
012-021-030-001;012;021;030;001;0010;MEDI;P080
012-021-040-001;012;021;040;001;0010;MEDI;P136
012-021-050-001;012;021;050;001;0010;MEDI;P136
012-021-060-001;012;021;060;001;0010;MEDI;P136
012-021-070-001;012;021;070;001;0010;MEDI;P160
012-021-080-001;012;021;080;001;0010;MEDI;P200
012-022-000-001;012;022;000;001;0010;GERL;P040
012-022-000-002;012;022;000;002;0010;GERL;P040
012-022-000-003;012;022;000;003;0010;GERL;P040
012-022-001-001;012;022;001;001;0010;GERL;P040
012-022-001-002;012;022;001;002;0010;GERL;P040
012-022-001-003;012;022;001;003;0010;GERL;P040
012-022-002-001;012;022;002;001;0010;GERL;P040
012-022-002-002;012;022;002;002;0010;GERL;P040
012-022-002-003;012;022;002;003;0010;GERL;P040
012-022-003-001;012;022;003;001;0010;GERL;P040
012-022-003-002;012;022;003;002;0010;GERL;P040
012-022-003-003;012;022;003;003;0010;GERL;P040
012-022-020-001;012;022;020;001;0010;MEDI;P080
012-022-030-001;012;022;030;001;0010;MEDI;P080
012-022-040-001;012;022;040;001;0010;MEDI;P136
012-022-050-001;012;022;050;001;0010;MEDI;P136
012-022-060-001;012;022;060;001;0010;MEDI;P136
012-022-070-001;012;022;070;001;0010;MEDI;P160
012-022-080-001;012;022;080;001;0010;MEDI;P200
012-023-000-001;012;023;000;001;0010;GERL;P040
012-023-000-002;012;023;000;002;0010;GERL;P040
012-023-000-003;012;023;000;003;0010;GERL;P040
012-023-001-001;012;023;001;001;0010;GERL;P040
012-023-001-002;012;023;001;002;0010;GERL;P040
012-023-001-003;012;023;001;003;0010;GERL;P040
012-023-002-001;012;023;002;001;0010;GERL;P040
012-023-002-002;012;023;002;002;0010;GERL;P040
012-023-002-003;012;023;002;003;0010;GERL;P040
012-023-003-001;012;023;003;001;0010;GERL;P040
012-023-003-002;012;023;003;002;0010;GERL;P040
012-023-003-003;012;023;003;003;0010;GERL;P040
012-023-020-001;012;023;020;001;0010;MEDI;P080
012-023-030-001;012;023;030;001;0010;MEDI;P080
012-023-040-001;012;023;040;001;0010;MEDI;P136
012-023-050-001;012;023;050;001;0010;MEDI;P136
012-023-060-001;012;023;060;001;0010;MEDI;P136
012-023-070-001;012;023;070;001;0010;MEDI;P160
012-023-080-001;012;023;080;001;0010;MEDI;P200
012-024-000-001;012;024;000;001;0010;GERL;P040
012-024-000-002;012;024;000;002;0010;GERL;P040
012-024-000-003;012;024;000;003;0010;GERL;P040
012-024-001-001;012;024;001;001;0010;GERL;P040
012-024-001-002;012;024;001;002;0010;GERL;P040
012-024-001-003;012;024;001;003;0010;GERL;P040
012-024-002-001;012;024;002;001;0010;GERL;P040
012-024-002-002;012;024;002;002;0010;GERL;P040
012-024-002-003;012;024;002;003;0010;GERL;P040
012-024-003-001;012;024;003;001;0010;GERL;P040
012-024-003-002;012;024;003;002;0010;GERL;P040
012-024-003-003;012;024;003;003;0010;GERL;P040
012-024-020-001;012;024;020;001;0010;MEDI;P080
012-024-030-001;012;024;030;001;0010;MEDI;P080
012-024-040-001;012;024;040;001;0010;MEDI;P136
012-024-050-001;012;024;050;001;0010;MEDI;P136
012-024-060-001;012;024;060;001;0010;MEDI;P136
012-024-070-001;012;024;070;001;0010;MEDI;P160
012-024-080-001;012;024;080;001;0010;MEDI;P200
012-025-000-001;012;025;000;001;0010;GERL;P040
012-025-000-002;012;025;000;002;0010;GERL;P040
012-025-000-003;012;025;000;003;0010;GERL;P040
012-025-001-001;012;025;001;001;0010;GERL;P040
012-025-001-002;012;025;001;002;0010;GERL;P040
012-025-001-003;012;025;001;003;0010;GERL;P040
012-025-002-001;012;025;002;001;0010;GERL;P040
012-025-002-002;012;025;002;002;0010;GERL;P040
012-025-002-003;012;025;002;003;0010;GERL;P040
012-025-003-001;012;025;003;001;0010;GERL;P040
012-025-003-002;012;025;003;002;0010;GERL;P040
012-025-003-003;012;025;003;003;0010;GERL;P040
012-025-020-001;012;025;020;001;0010;MEDI;P080
012-025-030-001;012;025;030;001;0010;MEDI;P080
012-025-040-001;012;025;040;001;0010;MEDI;P136
012-025-050-001;012;025;050;001;0010;MEDI;P136
012-025-060-001;012;025;060;001;0010;MEDI;P136
012-025-070-001;012;025;070;001;0010;MEDI;P160
012-025-080-001;012;025;080;001;0010;MEDI;P200
012-026-000-001;012;026;000;001;0010;GERL;P040
012-026-000-002;012;026;000;002;0010;GERL;P040
012-026-000-003;012;026;000;003;0010;GERL;P040
012-026-001-001;012;026;001;001;0010;GERL;P040
012-026-001-002;012;026;001;002;0010;GERL;P040
012-026-001-003;012;026;001;003;0010;GERL;P040
012-026-002-001;012;026;002;001;0010;GERL;P040
012-026-002-002;012;026;002;002;0010;GERL;P040
012-026-002-003;012;026;002;003;0010;GERL;P040
012-026-003-001;012;026;003;001;0010;GERL;P040
012-026-003-002;012;026;003;002;0010;GERL;P040
012-026-003-003;012;026;003;003;0010;GERL;P040
012-026-020-001;012;026;020;001;0010;MEDI;P080
012-026-030-001;012;026;030;001;0010;MEDI;P080
012-026-040-001;012;026;040;001;0010;MEDI;P136
012-026-050-001;012;026;050;001;0010;MEDI;P136
012-026-060-001;012;026;060;001;0010;MEDI;P136
012-026-070-001;012;026;070;001;0010;MEDI;P160
012-026-080-001;012;026;080;001;0010;MEDI;P200
012-027-000-001;012;027;000;001;0010;GERL;P040
012-027-000-002;012;027;000;002;0010;GERL;P040
012-027-000-003;012;027;000;003;0010;GERL;P040
012-027-001-001;012;027;001;001;0010;GERL;P040
012-027-001-002;012;027;001;002;0010;GERL;P040
012-027-001-003;012;027;001;003;0010;GERL;P040
012-027-002-001;012;027;002;001;0010;GERL;P040
012-027-002-002;012;027;002;002;0010;GERL;P040
012-027-002-003;012;027;002;003;0010;GERL;P040
012-027-003-001;012;027;003;001;0010;GERL;P040
012-027-003-002;012;027;003;002;0010;GERL;P040
012-027-003-003;012;027;003;003;0010;GERL;P040
012-027-020-001;012;027;020;001;0010;MEDI;P080
012-027-030-001;012;027;030;001;0010;MEDI;P080
012-027-040-001;012;027;040;001;0010;MEDI;P136
012-027-050-001;012;027;050;001;0010;MEDI;P136
012-027-060-001;012;027;060;001;0010;MEDI;P136
012-027-070-001;012;027;070;001;0010;MEDI;P160
012-027-080-001;012;027;080;001;0010;MEDI;P200
012-028-000-001;012;028;000;001;0010;GERL;P040
012-028-000-002;012;028;000;002;0010;GERL;P040
012-028-000-003;012;028;000;003;0010;GERL;P040
012-028-001-001;012;028;001;001;0010;GERL;P040
012-028-001-002;012;028;001;002;0010;GERL;P040
012-028-001-003;012;028;001;003;0010;GERL;P040
012-028-002-001;012;028;002;001;0010;GERL;P040
012-028-002-002;012;028;002;002;0010;GERL;P040
012-028-002-003;012;028;002;003;0010;GERL;P040
012-028-003-001;012;028;003;001;0010;GERL;P040
012-028-003-002;012;028;003;002;0010;GERL;P040
012-028-003-003;012;028;003;003;0010;GERL;P040
012-028-020-001;012;028;020;001;0010;MEDI;P080
012-028-030-001;012;028;030;001;0010;MEDI;P080
012-028-040-001;012;028;040;001;0010;MEDI;P136
012-028-050-001;012;028;050;001;0010;MEDI;P136
012-028-060-001;012;028;060;001;0010;MEDI;P136
012-028-070-001;012;028;070;001;0010;MEDI;P160
012-028-080-001;012;028;080;001;0010;MEDI;P200
012-029-000-001;012;029;000;001;0010;GERL;P040
012-029-000-002;012;029;000;002;0010;GERL;P040
012-029-000-003;012;029;000;003;0010;GERL;P040
012-029-001-001;012;029;001;001;0010;GERL;P040
012-029-001-002;012;029;001;002;0010;GERL;P040
012-029-001-003;012;029;001;003;0010;GERL;P040
012-029-002-001;012;029;002;001;0010;GERL;P040
012-029-002-002;012;029;002;002;0010;GERL;P040
012-029-002-003;012;029;002;003;0010;GERL;P040
012-029-003-001;012;029;003;001;0010;GERL;P040
012-029-003-002;012;029;003;002;0010;GERL;P040
012-029-003-003;012;029;003;003;0010;GERL;P040
012-029-020-001;012;029;020;001;0010;MEDI;P080
012-029-030-001;012;029;030;001;0010;MEDI;P080
012-029-040-001;012;029;040;001;0010;MEDI;P136
012-029-050-001;012;029;050;001;0010;MEDI;P136
012-029-060-001;012;029;060;001;0010;MEDI;P136
012-029-070-001;012;029;070;001;0010;MEDI;P160
012-029-080-001;012;029;080;001;0010;MEDI;P200
012-030-000-001;012;030;000;001;0010;GERL;P040
012-030-000-002;012;030;000;002;0010;GERL;P040
012-030-000-003;012;030;000;003;0010;GERL;P040
012-030-001-001;012;030;001;001;0010;GERL;P040
012-030-001-002;012;030;001;002;0010;GERL;P040
012-030-001-003;012;030;001;003;0010;GERL;P040
012-030-002-001;012;030;002;001;0010;GERL;P040
012-030-002-002;012;030;002;002;0010;GERL;P040
012-030-002-003;012;030;002;003;0010;GERL;P040
012-030-003-001;012;030;003;001;0010;GERL;P040
012-030-003-002;012;030;003;002;0010;GERL;P040
012-030-003-003;012;030;003;003;0010;GERL;P040
012-030-020-001;012;030;020;001;0010;MEDI;P080
012-030-030-001;012;030;030;001;0010;MEDI;P080
012-030-040-001;012;030;040;001;0010;MEDI;P136
012-030-050-001;012;030;050;001;0010;MEDI;P136
012-030-060-001;012;030;060;001;0010;MEDI;P136
012-030-070-001;012;030;070;001;0010;MEDI;P160
012-030-080-001;012;030;080;001;0010;MEDI;P200
012-031-000-001;012;031;000;001;0010;GERL;P040
012-031-000-002;012;031;000;002;0010;GERL;P040
012-031-000-003;012;031;000;003;0010;GERL;P040
012-031-001-001;012;031;001;001;0010;GERL;P040
012-031-001-002;012;031;001;002;0010;GERL;P040
012-031-001-003;012;031;001;003;0010;GERL;P040
012-031-002-001;012;031;002;001;0010;GERL;P040
012-031-002-002;012;031;002;002;0010;GERL;P040
012-031-002-003;012;031;002;003;0010;GERL;P040
012-031-003-001;012;031;003;001;0010;GERL;P040
012-031-003-002;012;031;003;002;0010;GERL;P040
012-031-003-003;012;031;003;003;0010;GERL;P040
012-031-020-001;012;031;020;001;0010;MEDI;P080
012-031-030-001;012;031;030;001;0010;MEDI;P080
012-031-040-001;012;031;040;001;0010;MEDI;P136
012-031-050-001;012;031;050;001;0010;MEDI;P136
012-031-060-001;012;031;060;001;0010;MEDI;P136
012-031-070-001;012;031;070;001;0010;MEDI;P160
012-031-080-001;012;031;080;001;0010;MEDI;P200
012-032-000-001;012;032;000;001;0010;GERL;P040
012-032-000-002;012;032;000;002;0010;GERL;P040
012-032-000-003;012;032;000;003;0010;GERL;P040
012-032-001-001;012;032;001;001;0010;GERL;P040
012-032-001-002;012;032;001;002;0010;GERL;P040
012-032-001-003;012;032;001;003;0010;GERL;P040
012-032-002-001;012;032;002;001;0010;GERL;P040
012-032-002-002;012;032;002;002;0010;GERL;P040
012-032-002-003;012;032;002;003;0010;GERL;P040
012-032-003-001;012;032;003;001;0010;GERL;P040
012-032-003-002;012;032;003;002;0010;GERL;P040
012-032-003-003;012;032;003;003;0010;GERL;P040
012-032-020-001;012;032;020;001;0010;MEDI;P080
012-032-030-001;012;032;030;001;0010;MEDI;P080
012-032-040-001;012;032;040;001;0010;MEDI;P136
012-032-050-001;012;032;050;001;0010;MEDI;P136
012-032-060-001;012;032;060;001;0010;MEDI;P136
012-032-070-001;012;032;070;001;0010;MEDI;P160
012-032-080-001;012;032;080;001;0010;MEDI;P200
012-033-000-001;012;033;000;001;0010;GERL;P040
012-033-000-002;012;033;000;002;0010;GERL;P040
012-033-000-003;012;033;000;003;0010;GERL;P040
012-033-001-001;012;033;001;001;0010;GERL;P040
012-033-001-002;012;033;001;002;0010;GERL;P040
012-033-001-003;012;033;001;003;0010;GERL;P040
012-033-002-001;012;033;002;001;0010;GERL;P040
012-033-002-002;012;033;002;002;0010;GERL;P040
012-033-002-003;012;033;002;003;0010;GERL;P040
012-033-003-001;012;033;003;001;0010;GERL;P040
012-033-003-002;012;033;003;002;0010;GERL;P040
012-033-003-003;012;033;003;003;0010;GERL;P040
012-033-020-001;012;033;020;001;0010;MEDI;P080
012-033-030-001;012;033;030;001;0010;MEDI;P080
012-033-040-001;012;033;040;001;0010;MEDI;P136
012-033-050-001;012;033;050;001;0010;MEDI;P136
012-033-060-001;012;033;060;001;0010;MEDI;P136
012-033-070-001;012;033;070;001;0010;MEDI;P160
012-033-080-001;012;033;080;001;0010;MEDI;P200
012-034-000-001;012;034;000;001;0010;GERL;P040
012-034-000-002;012;034;000;002;0010;GERL;P040
012-034-000-003;012;034;000;003;0010;GERL;P040
012-034-001-001;012;034;001;001;0010;GERL;P040
012-034-001-002;012;034;001;002;0010;GERL;P040
012-034-001-003;012;034;001;003;0010;GERL;P040
012-034-002-001;012;034;002;001;0010;GERL;P040
012-034-002-002;012;034;002;002;0010;GERL;P040
012-034-002-003;012;034;002;003;0010;GERL;P040
012-034-003-001;012;034;003;001;0010;GERL;P040
012-034-003-002;012;034;003;002;0010;GERL;P040
012-034-003-003;012;034;003;003;0010;GERL;P040
012-034-020-001;012;034;020;001;0010;MEDI;P080
012-034-030-001;012;034;030;001;0010;MEDI;P080
012-034-040-001;012;034;040;001;0010;MEDI;P136
012-034-050-001;012;034;050;001;0010;MEDI;P136
012-034-060-001;012;034;060;001;0010;MEDI;P136
012-034-070-001;012;034;070;001;0010;MEDI;P160
012-034-080-001;012;034;080;001;0010;MEDI;P200
012-035-000-001;012;035;000;001;0010;GERL;P040
012-035-000-002;012;035;000;002;0010;GERL;P040
012-035-000-003;012;035;000;003;0010;GERL;P040
012-035-001-001;012;035;001;001;0010;GERL;P040
012-035-001-002;012;035;001;002;0010;GERL;P040
012-035-001-003;012;035;001;003;0010;GERL;P040
012-035-002-001;012;035;002;001;0010;GERL;P040
012-035-002-002;012;035;002;002;0010;GERL;P040
012-035-002-003;012;035;002;003;0010;GERL;P040
012-035-003-001;012;035;003;001;0010;GERL;P040
012-035-003-002;012;035;003;002;0010;GERL;P040
012-035-003-003;012;035;003;003;0010;GERL;P040
012-035-020-001;012;035;020;001;0010;MEDI;P080
012-035-030-001;012;035;030;001;0010;MEDI;P080
012-035-040-001;012;035;040;001;0010;MEDI;P136
012-035-050-001;012;035;050;001;0010;MEDI;P136
012-035-060-001;012;035;060;001;0010;MEDI;P136
012-035-070-001;012;035;070;001;0010;MEDI;P160
012-035-080-001;012;035;080;001;0010;MEDI;P200
012-036-000-001;012;036;000;001;0010;GERL;P040
012-036-000-002;012;036;000;002;0010;GERL;P040
012-036-000-003;012;036;000;003;0010;GERL;P040
012-036-001-001;012;036;001;001;0010;GERL;P040
012-036-001-002;012;036;001;002;0010;GERL;P040
012-036-001-003;012;036;001;003;0010;GERL;P040
012-036-002-001;012;036;002;001;0010;GERL;P040
012-036-002-002;012;036;002;002;0010;GERL;P040
012-036-002-003;012;036;002;003;0010;GERL;P040
012-036-003-001;012;036;003;001;0010;GERL;P040
012-036-003-002;012;036;003;002;0010;GERL;P040
012-036-003-003;012;036;003;003;0010;GERL;P040
012-036-020-001;012;036;020;001;0010;MEDI;P080
012-036-030-001;012;036;030;001;0010;MEDI;P080
012-036-040-001;012;036;040;001;0010;MEDI;P136
012-036-050-001;012;036;050;001;0010;MEDI;P136
012-036-060-001;012;036;060;001;0010;MEDI;P136
012-036-070-001;012;036;070;001;0010;MEDI;P160
012-036-080-001;012;036;080;001;0010;MEDI;P200
012-037-000-001;012;037;000;001;0010;GERL;P040
012-037-000-002;012;037;000;002;0010;GERL;P040
012-037-000-003;012;037;000;003;0010;GERL;P040
012-037-001-001;012;037;001;001;0010;GERL;P040
012-037-001-002;012;037;001;002;0010;GERL;P040
012-037-001-003;012;037;001;003;0010;GERL;P040
012-037-002-001;012;037;002;001;0010;GERL;P040
012-037-002-002;012;037;002;002;0010;GERL;P040
012-037-002-003;012;037;002;003;0010;GERL;P040
012-037-003-001;012;037;003;001;0010;GERL;P040
012-037-003-002;012;037;003;002;0010;GERL;P040
012-037-003-003;012;037;003;003;0010;GERL;P040
012-037-020-001;012;037;020;001;0010;MEDI;P080
012-037-030-001;012;037;030;001;0010;MEDI;P080
012-037-040-001;012;037;040;001;0010;MEDI;P136
012-037-050-001;012;037;050;001;0010;MEDI;P136
012-037-060-001;012;037;060;001;0010;MEDI;P136
012-037-070-001;012;037;070;001;0010;MEDI;P160
012-037-080-001;012;037;080;001;0010;MEDI;P200
012-038-000-001;012;038;000;001;0010;GERL;P040
012-038-000-002;012;038;000;002;0010;GERL;P040
012-038-000-003;012;038;000;003;0010;GERL;P040
012-038-001-001;012;038;001;001;0010;GERL;P040
012-038-001-002;012;038;001;002;0010;GERL;P040
012-038-001-003;012;038;001;003;0010;GERL;P040
012-038-002-001;012;038;002;001;0010;GERL;P040
012-038-002-002;012;038;002;002;0010;GERL;P040
012-038-002-003;012;038;002;003;0010;GERL;P040
012-038-003-001;012;038;003;001;0010;GERL;P040
012-038-003-002;012;038;003;002;0010;GERL;P040
012-038-003-003;012;038;003;003;0010;GERL;P040
012-038-020-001;012;038;020;001;0010;MEDI;P080
012-038-030-001;012;038;030;001;0010;MEDI;P080
012-038-040-001;012;038;040;001;0010;MEDI;P136
012-038-050-001;012;038;050;001;0010;MEDI;P136
012-038-060-001;012;038;060;001;0010;MEDI;P136
012-038-070-001;012;038;070;001;0010;MEDI;P160
012-038-080-001;012;038;080;001;0010;MEDI;P200
012-039-000-001;012;039;000;001;0010;GERL;P040
012-039-000-002;012;039;000;002;0010;GERL;P040
012-039-000-003;012;039;000;003;0010;GERL;P040
012-039-001-001;012;039;001;001;0010;GERL;P040
012-039-001-002;012;039;001;002;0010;GERL;P040
012-039-001-003;012;039;001;003;0010;GERL;P040
012-039-002-001;012;039;002;001;0010;GERL;P040
012-039-002-002;012;039;002;002;0010;GERL;P040
012-039-002-003;012;039;002;003;0010;GERL;P040
012-039-003-001;012;039;003;001;0010;GERL;P040
012-039-003-002;012;039;003;002;0010;GERL;P040
012-039-003-003;012;039;003;003;0010;GERL;P040
012-039-020-001;012;039;020;001;0010;MEDI;P080
012-039-030-001;012;039;030;001;0010;MEDI;P080
012-039-040-001;012;039;040;001;0010;MEDI;P136
012-039-050-001;012;039;050;001;0010;MEDI;P136
012-039-060-001;012;039;060;001;0010;MEDI;P136
012-039-070-001;012;039;070;001;0010;MEDI;P160
012-039-080-001;012;039;080;001;0010;MEDI;P200
012-040-000-001;012;040;000;001;0010;GERL;P040
012-040-000-002;012;040;000;002;0010;GERL;P040
012-040-000-003;012;040;000;003;0010;GERL;P040
012-040-001-001;012;040;001;001;0010;GERL;P040
012-040-001-002;012;040;001;002;0010;GERL;P040
012-040-001-003;012;040;001;003;0010;GERL;P040
012-040-002-001;012;040;002;001;0010;GERL;P040
012-040-002-002;012;040;002;002;0010;GERL;P040
012-040-002-003;012;040;002;003;0010;GERL;P040
012-040-003-001;012;040;003;001;0010;GERL;P040
012-040-003-002;012;040;003;002;0010;GERL;P040
012-040-003-003;012;040;003;003;0010;GERL;P040
012-040-020-001;012;040;020;001;0010;MEDI;P080
012-040-030-001;012;040;030;001;0010;MEDI;P080
012-040-040-001;012;040;040;001;0010;MEDI;P136
012-040-050-001;012;040;050;001;0010;MEDI;P136
012-040-060-001;012;040;060;001;0010;MEDI;P136
012-040-070-001;012;040;070;001;0010;MEDI;P160
012-040-080-001;012;040;080;001;0010;MEDI;P200
012-041-000-001;012;041;000;001;0010;GERL;P040
012-041-000-002;012;041;000;002;0010;GERL;P040
012-041-000-003;012;041;000;003;0010;GERL;P040
012-041-001-001;012;041;001;001;0010;GERL;P040
012-041-001-002;012;041;001;002;0010;GERL;P040
012-041-001-003;012;041;001;003;0010;GERL;P040
012-041-002-001;012;041;002;001;0010;GERL;P040
012-041-002-002;012;041;002;002;0010;GERL;P040
012-041-002-003;012;041;002;003;0010;GERL;P040
012-041-003-001;012;041;003;001;0010;GERL;P040
012-041-003-002;012;041;003;002;0010;GERL;P040
012-041-003-003;012;041;003;003;0010;GERL;P040
012-041-020-001;012;041;020;001;0010;MEDI;P080
012-041-030-001;012;041;030;001;0010;MEDI;P080
012-041-040-001;012;041;040;001;0010;MEDI;P136
012-041-050-001;012;041;050;001;0010;MEDI;P136
012-041-060-001;012;041;060;001;0010;MEDI;P136
012-041-070-001;012;041;070;001;0010;MEDI;P160
012-041-080-001;012;041;080;001;0010;MEDI;P200
012-042-000-001;012;042;000;001;0010;GERL;P040
012-042-000-002;012;042;000;002;0010;GERL;P040
012-042-000-003;012;042;000;003;0010;GERL;P040
012-042-001-001;012;042;001;001;0010;GERL;P040
012-042-001-002;012;042;001;002;0010;GERL;P040
012-042-001-003;012;042;001;003;0010;GERL;P040
012-042-002-001;012;042;002;001;0010;GERL;P040
012-042-002-002;012;042;002;002;0010;GERL;P040
012-042-002-003;012;042;002;003;0010;GERL;P040
012-042-003-001;012;042;003;001;0010;GERL;P040
012-042-003-002;012;042;003;002;0010;GERL;P040
012-042-003-003;012;042;003;003;0010;GERL;P040
012-042-020-001;012;042;020;001;0010;MEDI;P080
012-042-030-001;012;042;030;001;0010;MEDI;P080
012-042-040-001;012;042;040;001;0010;MEDI;P136
012-042-050-001;012;042;050;001;0010;MEDI;P136
012-042-060-001;012;042;060;001;0010;MEDI;P136
012-042-070-001;012;042;070;001;0010;MEDI;P160
012-042-080-001;012;042;080;001;0010;MEDI;P200
012-043-000-001;012;043;000;001;0010;GERL;P040
012-043-000-002;012;043;000;002;0010;GERL;P040
012-043-000-003;012;043;000;003;0010;GERL;P040
012-043-001-001;012;043;001;001;0010;GERL;P040
012-043-001-002;012;043;001;002;0010;GERL;P040
012-043-001-003;012;043;001;003;0010;GERL;P040
012-043-002-001;012;043;002;001;0010;GERL;P040
012-043-002-002;012;043;002;002;0010;GERL;P040
012-043-002-003;012;043;002;003;0010;GERL;P040
012-043-003-001;012;043;003;001;0010;GERL;P040
012-043-003-002;012;043;003;002;0010;GERL;P040
012-043-003-003;012;043;003;003;0010;GERL;P040
012-043-020-001;012;043;020;001;0010;MEDI;P080
012-043-030-001;012;043;030;001;0010;MEDI;P080
012-043-040-001;012;043;040;001;0010;MEDI;P136
012-043-050-001;012;043;050;001;0010;MEDI;P136
012-043-060-001;012;043;060;001;0010;MEDI;P136
012-043-070-001;012;043;070;001;0010;MEDI;P160
012-043-080-001;012;043;080;001;0010;MEDI;P200
012-044-000-001;012;044;000;001;0010;GERL;P040
012-044-000-002;012;044;000;002;0010;GERL;P040
012-044-000-003;012;044;000;003;0010;GERL;P040
012-044-001-001;012;044;001;001;0010;GERL;P040
012-044-001-002;012;044;001;002;0010;GERL;P040
012-044-001-003;012;044;001;003;0010;GERL;P040
012-044-002-001;012;044;002;001;0010;GERL;P040
012-044-002-002;012;044;002;002;0010;GERL;P040
012-044-002-003;012;044;002;003;0010;GERL;P040
012-044-003-001;012;044;003;001;0010;GERL;P040
012-044-003-002;012;044;003;002;0010;GERL;P040
012-044-003-003;012;044;003;003;0010;GERL;P040
012-044-020-001;012;044;020;001;0010;MEDI;P080
012-044-030-001;012;044;030;001;0010;MEDI;P080
012-044-040-001;012;044;040;001;0010;MEDI;P136
012-044-050-001;012;044;050;001;0010;MEDI;P136
012-044-060-001;012;044;060;001;0010;MEDI;P136
012-044-070-001;012;044;070;001;0010;MEDI;P160
012-044-080-001;012;044;080;001;0010;MEDI;P200
012-045-000-001;012;045;000;001;0010;GERL;P040
012-045-000-002;012;045;000;002;0010;GERL;P040
012-045-000-003;012;045;000;003;0010;GERL;P040
012-045-001-001;012;045;001;001;0010;GERL;P040
012-045-001-002;012;045;001;002;0010;GERL;P040
012-045-001-003;012;045;001;003;0010;GERL;P040
012-045-002-001;012;045;002;001;0010;GERL;P040
012-045-002-002;012;045;002;002;0010;GERL;P040
012-045-002-003;012;045;002;003;0010;GERL;P040
012-045-003-001;012;045;003;001;0010;GERL;P040
012-045-003-002;012;045;003;002;0010;GERL;P040
012-045-003-003;012;045;003;003;0010;GERL;P040
012-045-020-001;012;045;020;001;0010;MEDI;P080
012-045-030-001;012;045;030;001;0010;MEDI;P080
012-045-040-001;012;045;040;001;0010;MEDI;P136
012-045-050-001;012;045;050;001;0010;MEDI;P136
012-045-060-001;012;045;060;001;0010;MEDI;P136
