Posição no depósito;Corr.pos.dep.;Col.posição depósito;Nível pos.dep.;Subdiv.pos.dep.;Tipo de depósito;Área armazmto.;Tp.posição depósito
002-031-050-001;002;031;050;001;0010;GERL;P160
002-031-060-001;002;031;060;001;0010;GERL;P200
002-032-010-001;002;032;010;001;0010;GERL;P160
002-032-020-001;002;032;020;001;0010;GERL;P160
002-032-030-001;002;032;030;001;0010;GERL;P160
002-032-040-001;002;032;040;001;0010;GERL;P160
002-032-050-001;002;032;050;001;0010;GERL;P160
002-032-060-001;002;032;060;001;0010;GERL;P200
002-033-010-001;002;033;010;001;0010;GERL;P080
002-033-020-001;002;033;020;001;0010;GERL;P160
002-033-030-001;002;033;030;001;0010;GERL;P160
002-033-040-001;002;033;040;001;0010;GERL;P160
002-033-050-001;002;033;050;001;0010;GERL;P160
002-033-060-001;002;033;060;001;0010;GERL;P200
002-034-010-001;002;034;010;001;0010;GERL;P160
002-034-020-001;002;034;020;001;0010;GERL;P160
002-034-030-001;002;034;030;001;0010;GERL;P160
002-034-040-001;002;034;040;001;0010;GERL;P160
002-034-050-001;002;034;050;001;0010;GERL;P160
002-034-060-001;002;034;060;001;0010;GERL;P200
002-035-010-001;002;035;010;001;0010;GERL;P080
002-035-020-001;002;035;020;001;0010;GERL;P160
002-035-030-001;002;035;030;001;0010;GERL;P160
002-035-040-001;002;035;040;001;0010;GERL;P200
002-035-050-001;002;035;050;001;0010;GERL;P200
002-035-060-001;002;035;060;001;0010;GERL;P200
002-036-010-001;002;036;010;001;0010;GERL;P160
002-036-020-001;002;036;020;001;0010;GERL;P160
002-036-030-001;002;036;030;001;0010;GERL;P160
002-036-040-001;002;036;040;001;0010;GERL;P160
002-036-050-001;002;036;050;001;0010;GERL;P160
002-036-060-001;002;036;060;001;0010;GERL;P200
002-037-030-001;002;037;030;001;0010;GERL;P160
002-037-040-001;002;037;040;001;0010;GERL;P160
002-037-050-001;002;037;050;001;0010;GERL;P200
002-037-060-001;002;037;060;001;0010;GERL;P200
002-038-030-001;002;038;030;001;0010;GERL;P160
002-038-040-001;002;038;040;001;0010;GERL;P160
002-038-050-001;002;038;050;001;0010;GERL;P160
002-038-060-001;002;038;060;001;0010;GERL;P200
002-039-030-001;002;039;030;001;0010;GERL;P200
002-039-040-001;002;039;040;001;0010;GERL;P200
002-039-050-001;002;039;050;001;0010;GERL;P160
002-039-060-001;002;039;060;001;0010;GERL;P200
002-040-030-001;002;040;030;001;0010;GERL;P160
002-040-040-001;002;040;040;001;0010;GERL;P160
002-040-050-001;002;040;050;001;0010;GERL;P160
002-040-060-001;002;040;060;001;0010;GERL;P200
002-041-030-001;002;041;030;001;0010;GERL;P200
002-041-040-001;002;041;040;001;0010;GERL;P160
002-041-050-001;002;041;050;001;0010;GERL;P160
002-041-060-001;002;041;060;001;0010;GERL;P200
002-042-030-001;002;042;030;001;0010;GERL;P160
002-042-040-001;002;042;040;001;0010;GERL;P160
002-042-050-001;002;042;050;001;0010;GERL;P160
002-042-060-001;002;042;060;001;0010;GERL;P200
002-043-010-001;002;043;010;001;0010;GERL;P080
002-043-020-001;002;043;020;001;0010;GERL;P160
002-043-030-001;002;043;030;001;0010;GERL;P200
002-043-040-001;002;043;040;001;0010;GERL;P200
002-043-050-001;002;043;050;001;0010;GERL;P160
002-043-060-001;002;043;060;001;0010;GERL;P200
002-044-010-001;002;044;010;001;0010;GERL;P160
002-044-020-001;002;044;020;001;0010;GERL;P160
002-044-030-001;002;044;030;001;0010;GERL;P160
002-044-040-001;002;044;040;001;0010;GERL;P160
002-044-050-001;002;044;050;001;0010;GERL;P160
002-044-060-001;002;044;060;001;0010;GERL;P200
002-045-010-001;002;045;010;001;0010;GERL;P080
002-045-020-001;002;045;020;001;0010;GERL;P200
002-045-030-001;002;045;030;001;0010;GERL;P160
002-045-040-001;002;045;040;001;0010;GERL;P200
002-045-050-001;002;045;050;001;0010;GERL;P160
002-045-060-001;002;045;060;001;0010;GERL;P200
002-046-010-001;002;046;010;001;0010;GERL;P160
002-046-020-001;002;046;020;001;0010;GERL;P160
002-046-030-001;002;046;030;001;0010;GERL;P160
002-046-040-001;002;046;040;001;0010;GERL;P160
002-046-050-001;002;046;050;001;0010;GERL;P160
002-046-060-001;002;046;060;001;0010;GERL;P200
002-047-010-001;002;047;010;001;0010;GERL;P080
002-047-020-001;002;047;020;001;0010;GERL;P160
002-047-030-001;002;047;030;001;0010;GERL;P200
002-047-040-001;002;047;040;001;0010;GERL;P200
002-047-050-001;002;047;050;001;0010;GERL;P200
002-047-060-001;002;047;060;001;0010;GERL;P200
002-048-010-001;002;048;010;001;0010;GERL;P160
002-048-020-001;002;048;020;001;0010;GERL;P160
002-048-030-001;002;048;030;001;0010;GERL;P160
002-048-040-001;002;048;040;001;0010;GERL;P160
002-048-050-001;002;048;050;001;0010;GERL;P160
002-048-060-001;002;048;060;001;0010;GERL;P200
002-049-010-001;002;049;010;001;0010;GERL;P080
002-049-020-001;002;049;020;001;0010;GERL;P160
002-049-030-001;002;049;030;001;0010;GERL;P200
002-049-040-001;002;049;040;001;0010;GERL;P200
002-049-050-001;002;049;050;001;0010;GERL;P160
002-049-060-001;002;049;060;001;0010;GERL;P200
002-050-010-001;002;050;010;001;0010;GERL;P160
002-050-020-001;002;050;020;001;0010;GERL;P160
002-050-030-001;002;050;030;001;0010;GERL;P160
002-050-040-001;002;050;040;001;0010;GERL;P160
002-050-050-001;002;050;050;001;0010;GERL;P160
002-050-060-001;002;050;060;001;0010;GERL;P200
002-051-010-001;002;051;010;001;0010;GERL;P080
002-051-020-001;002;051;020;001;0010;GERL;P160
002-051-030-001;002;051;030;001;0010;GERL;P160
002-051-040-001;002;051;040;001;0010;GERL;P160
002-051-050-001;002;051;050;001;0010;GERL;P200
002-051-060-001;002;051;060;001;0010;GERL;P200
002-052-010-001;002;052;010;001;0010;GERL;P160
002-052-020-001;002;052;020;001;0010;GERL;P160
002-052-030-001;002;052;030;001;0010;GERL;P160
002-052-040-001;002;052;040;001;0010;GERL;P160
002-052-050-001;002;052;050;001;0010;GERL;P160
002-052-060-001;002;052;060;001;0010;GERL;P200
002-053-010-001;002;053;010;001;0010;GERL;P080
002-053-020-001;002;053;020;001;0010;GERL;P160
002-053-030-001;002;053;030;001;0010;GERL;P200
002-053-040-001;002;053;040;001;0010;GERL;P160
002-053-050-001;002;053;050;001;0010;GERL;P160
002-053-060-001;002;053;060;001;0010;GERL;P200
002-054-010-001;002;054;010;001;0010;GERL;P160
002-054-020-001;002;054;020;001;0010;GERL;P160
002-054-030-001;002;054;030;001;0010;GERL;P160
002-054-040-001;002;054;040;001;0010;GERL;P160
002-054-050-001;002;054;050;001;0010;GERL;P160
002-054-060-001;002;054;060;001;0010;GERL;P200
002-055-010-001;002;055;010;001;0010;GERL;P080
002-055-020-001;002;055;020;001;0010;GERL;P160
002-055-030-001;002;055;030;001;0010;GERL;P160
002-055-040-001;002;055;040;001;0010;GERL;P200
002-055-050-001;002;055;050;001;0010;GERL;P160
002-055-060-001;002;055;060;001;0010;GERL;P200
002-056-010-001;002;056;010;001;0010;GERL;P160
002-056-020-001;002;056;020;001;0010;GERL;P160
002-056-030-001;002;056;030;001;0010;GERL;P160
002-056-040-001;002;056;040;001;0010;GERL;P160
002-056-050-001;002;056;050;001;0010;GERL;P160
002-056-060-001;002;056;060;001;0010;GERL;P200
002-057-010-001;002;057;010;001;0010;GERL;P080
002-057-020-001;002;057;020;001;0010;GERL;P160
002-057-030-001;002;057;030;001;0010;GERL;P160
002-057-040-001;002;057;040;001;0010;GERL;P200
002-057-050-001;002;057;050;001;0010;GERL;P160
002-057-060-001;002;057;060;001;0010;GERL;P200
002-058-010-001;002;058;010;001;0010;GERL;P160
002-058-020-001;002;058;020;001;0010;GERL;P160
002-058-030-001;002;058;030;001;0010;GERL;P160
002-058-040-001;002;058;040;001;0010;GERL;P160
002-058-050-001;002;058;050;001;0010;GERL;P160
002-058-060-001;002;058;060;001;0010;GERL;P200
002-059-010-001;002;059;010;001;0010;GERL;P080
002-059-020-001;002;059;020;001;0010;GERL;P160
002-059-030-001;002;059;030;001;0010;GERL;P200
002-059-040-001;002;059;040;001;0010;GERL;P200
002-059-050-001;002;059;050;001;0010;GERL;P200
002-059-060-001;002;059;060;001;0010;GERL;P200
002-060-010-001;002;060;010;001;0010;GERL;P160
002-060-020-001;002;060;020;001;0010;GERL;P160
002-060-030-001;002;060;030;001;0010;GERL;P160
002-060-040-001;002;060;040;001;0010;GERL;P160
002-060-050-001;002;060;050;001;0010;GERL;P160
002-060-060-001;002;060;060;001;0010;GERL;P200
002-061-010-001;002;061;010;001;0010;GERL;P080
002-061-020-001;002;061;020;001;0010;GERL;P160
002-061-030-001;002;061;030;001;0010;GERL;P200
002-061-040-001;002;061;040;001;0010;GERL;P200
002-061-050-001;002;061;050;001;0010;GERL;P160
002-061-060-001;002;061;060;001;0010;GERL;P200
002-062-010-001;002;062;010;001;0010;GERL;P160
002-062-020-001;002;062;020;001;0010;GERL;P160
002-062-030-001;002;062;030;001;0010;GERL;P160
002-062-040-001;002;062;040;001;0010;GERL;P160
002-062-050-001;002;062;050;001;0010;GERL;P160
002-062-060-001;002;062;060;001;0010;GERL;P200
002-063-010-001;002;063;010;001;0010;GERL;P080
002-063-020-001;002;063;020;001;0010;GERL;P160
002-063-030-001;002;063;030;001;0010;GERL;P200
002-063-040-001;002;063;040;001;0010;GERL;P200
002-063-050-001;002;063;050;001;0010;GERL;P200
002-063-060-001;002;063;060;001;0010;PERF;P200
002-064-010-001;002;064;010;001;0010;GERL;P160
002-064-020-001;002;064;020;001;0010;GERL;P160
002-064-030-001;002;064;030;001;0010;GERL;P160
002-064-040-001;002;064;040;001;0010;GERL;P160
002-064-050-001;002;064;050;001;0010;GERL;P160
002-064-060-001;002;064;060;001;0010;GERL;P200
002-065-010-001;002;065;010;001;0010;GERL;P080
002-065-020-001;002;065;020;001;0010;GERL;P160
002-065-030-001;002;065;030;001;0010;GERL;P200
002-065-040-001;002;065;040;001;0010;GERL;P160
002-065-050-001;002;065;050;001;0010;GERL;P160
002-065-060-001;002;065;060;001;0010;GERL;P200
002-066-010-001;002;066;010;001;0010;GERL;P160
002-066-020-001;002;066;020;001;0010;GERL;P160
002-066-030-001;002;066;030;001;0010;GERL;P160
002-066-040-001;002;066;040;001;0010;GERL;P160
002-066-050-001;002;066;050;001;0010;GERL;P160
002-066-060-001;002;066;060;001;0010;GERL;P200
002-067-010-001;002;067;010;001;0010;GERL;P080
002-067-020-001;002;067;020;001;0010;GERL;P160
002-067-030-001;002;067;030;001;0010;GERL;P200
002-067-040-001;002;067;040;001;0010;GERL;P160
002-067-050-001;002;067;050;001;0010;GERL;P200
002-067-060-001;002;067;060;001;0010;GERL;P200
002-068-010-001;002;068;010;001;0010;GERL;P160
002-068-020-001;002;068;020;001;0010;GERL;P160
002-068-030-001;002;068;030;001;0010;GERL;P160
002-068-040-001;002;068;040;001;0010;GERL;P160
002-068-050-001;002;068;050;001;0010;GERL;P160
002-068-060-001;002;068;060;001;0010;GERL;P200
002-069-010-001;002;069;010;001;0010;GERL;P080
002-069-020-001;002;069;020;001;0010;GERL;P160
002-069-030-001;002;069;030;001;0010;GERL;P200
002-069-040-001;002;069;040;001;0010;GERL;P200
002-069-050-001;002;069;050;001;0010;GERL;P160
002-069-060-001;002;069;060;001;0010;GERL;P200
002-070-010-001;002;070;010;001;0010;GERL;P160
002-070-020-001;002;070;020;001;0010;GERL;P160
002-070-030-001;002;070;030;001;0010;GERL;P160
002-070-040-001;002;070;040;001;0010;GERL;P160
002-070-050-001;002;070;050;001;0010;GERL;P160
002-070-060-001;002;070;060;001;0010;GERL;P200
002-071-010-001;002;071;010;001;0010;GERL;P080
002-071-020-001;002;071;020;001;0010;GERL;P160
002-071-030-001;002;071;030;001;0010;GERL;P200
002-071-040-001;002;071;040;001;0010;GERL;P200
002-071-050-001;002;071;050;001;0010;GERL;P160
002-071-060-001;002;071;060;001;0010;PERF;P200
002-072-010-001;002;072;010;001;0010;GERL;P160
002-072-020-001;002;072;020;001;0010;GERL;P160
002-072-030-001;002;072;030;001;0010;GERL;P160
002-072-040-001;002;072;040;001;0010;GERL;P160
002-072-050-001;002;072;050;001;0010;GERL;P160
002-072-060-001;002;072;060;001;0010;GERL;P200
002-073-010-001;002;073;010;001;0010;GERL;P080
002-073-020-001;002;073;020;001;0010;GERL;P160
002-073-030-001;002;073;030;001;0010;GERL;P160
002-073-040-001;002;073;040;001;0010;GERL;P200
002-073-050-001;002;073;050;001;0010;GERL;P160
002-073-060-001;002;073;060;001;0010;GERL;P200
002-074-010-001;002;074;010;001;0010;GERL;P160
002-074-020-001;002;074;020;001;0010;GERL;P160
002-074-030-001;002;074;030;001;0010;GERL;P160
002-074-040-001;002;074;040;001;0010;GERL;P160
002-074-050-001;002;074;050;001;0010;GERL;P160
002-074-060-001;002;074;060;001;0010;GERL;P200
002-075-010-001;002;075;010;001;0010;GERL;P080
002-075-020-001;002;075;020;001;0010;GERL;P160
002-075-030-001;002;075;030;001;0010;GERL;P160
002-075-040-001;002;075;040;001;0010;GERL;P200
002-075-050-001;002;075;050;001;0010;GERL;P200
002-075-060-001;002;075;060;001;0010;GERL;P200
002-076-010-001;002;076;010;001;0010;GERL;P160
002-076-020-001;002;076;020;001;0010;GERL;P160
002-076-030-001;002;076;030;001;0010;GERL;P160
002-076-040-001;002;076;040;001;0010;GERL;P160
002-076-050-001;002;076;050;001;0010;GERL;P160
002-076-060-001;002;076;060;001;0010;GERL;P200
002-077-010-001;002;077;010;001;0010;GERL;P080
002-077-020-001;002;077;020;001;0010;GERL;P160
002-077-030-001;002;077;030;001;0010;GERL;P160
002-077-040-001;002;077;040;001;0010;GERL;P200
002-077-050-001;002;077;050;001;0010;GERL;P160
002-077-060-001;002;077;060;001;0010;GERL;P200
002-078-010-001;002;078;010;001;0010;GERL;P160
002-078-020-001;002;078;020;001;0010;GERL;P160
002-078-030-001;002;078;030;001;0010;GERL;P160
002-078-040-001;002;078;040;001;0010;GERL;P160
002-078-050-001;002;078;050;001;0010;GERL;P160
002-078-060-001;002;078;060;001;0010;GERL;P200
002-079-030-001;002;079;030;001;0010;GERL;P160
002-079-040-001;002;079;040;001;0010;GERL;P200
002-079-050-001;002;079;050;001;0010;GERL;P200
002-079-060-001;002;079;060;001;0010;GERL;P200
002-080-030-001;002;080;030;001;0010;GERL;P160
002-080-040-001;002;080;040;001;0010;GERL;P160
002-080-050-001;002;080;050;001;0010;GERL;P160
002-080-060-001;002;080;060;001;0010;GERL;P200
002-081-030-001;002;081;030;001;0010;GERL;P160
002-081-040-001;002;081;040;001;0010;GERL;P160
002-081-050-001;002;081;050;001;0010;GERL;P160
002-081-060-001;002;081;060;001;0010;GERL;P200
002-082-030-001;002;082;030;001;0010;GERL;P160
002-082-040-001;002;082;040;001;0010;GERL;P160
002-082-050-001;002;082;050;001;0010;GERL;P160
002-082-060-001;002;082;060;001;0010;GERL;P200
002-083-030-001;002;083;030;001;0010;GERL;P160
002-083-040-001;002;083;040;001;0010;GERL;P200
002-083-050-001;002;083;050;001;0010;GERL;P160
002-083-060-001;002;083;060;001;0010;GERL;P200
002-084-030-001;002;084;030;001;0010;GERL;P160
002-084-040-001;002;084;040;001;0010;GERL;P160
002-084-050-001;002;084;050;001;0010;GERL;P160
002-084-060-001;002;084;060;001;0010;GERL;P200
002-085-010-001;002;085;010;001;0010;GERL;P080
002-085-020-001;002;085;020;001;0010;GERL;P160
002-085-030-001;002;085;030;001;0010;GERL;P160
002-085-040-001;002;085;040;001;0010;GERL;P160
002-085-050-001;002;085;050;001;0010;GERL;P160
002-085-060-001;002;085;060;001;0010;GERL;P200
002-086-010-001;002;086;010;001;0010;GERL;P160
002-086-020-001;002;086;020;001;0010;GERL;P160
002-086-030-001;002;086;030;001;0010;GERL;P160
002-086-040-001;002;086;040;001;0010;GERL;P160
002-086-050-001;002;086;050;001;0010;GERL;P160
002-086-060-001;002;086;060;001;0010;GERL;P200
002-087-010-001;002;087;010;001;0010;GERL;P080
002-087-020-001;002;087;020;001;0010;GERL;P160
002-087-030-001;002;087;030;001;0010;GERL;P160
002-087-040-001;002;087;040;001;0010;GERL;P160
002-087-050-001;002;087;050;001;0010;GERL;P160
002-087-060-001;002;087;060;001;0010;GERL;P200
002-088-010-001;002;088;010;001;0010;GERL;P160
002-088-020-001;002;088;020;001;0010;GERL;P160
002-088-030-001;002;088;030;001;0010;GERL;P160
002-088-040-001;002;088;040;001;0010;GERL;P160
002-088-050-001;002;088;050;001;0010;GERL;P160
002-088-060-001;002;088;060;001;0010;GERL;P200
002-089-010-001;002;089;010;001;0010;GERL;P080
002-089-020-001;002;089;020;001;0010;GERL;P160
002-089-030-001;002;089;030;001;0010;GERL;P160
002-089-040-001;002;089;040;001;0010;GERL;P160
002-089-050-001;002;089;050;001;0010;GERL;P200
002-089-060-001;002;089;060;001;0010;GERL;P200
002-090-010-001;002;090;010;001;0010;GERL;P160
002-090-020-001;002;090;020;001;0010;GERL;P160
002-090-030-001;002;090;030;001;0010;GERL;P160
002-090-040-001;002;090;040;001;0010;GERL;P160
002-090-050-001;002;090;050;001;0010;GERL;P160
002-090-060-001;002;090;060;001;0010;GERL;P200
002-091-010-001;002;091;010;001;0010;GERL;P080
002-091-020-001;002;091;020;001;0010;GERL;P160
002-091-030-001;002;091;030;001;0010;GERL;P200
002-091-040-001;002;091;040;001;0010;GERL;P200
002-091-050-001;002;091;050;001;0010;GERL;P160
002-091-060-001;002;091;060;001;0010;GERL;P200
002-092-010-001;002;092;010;001;0010;GERL;P160
002-092-020-001;002;092;020;001;0010;GERL;P160
002-092-030-001;002;092;030;001;0010;GERL;P160
002-092-040-001;002;092;040;001;0010;GERL;P160
002-092-050-001;002;092;050;001;0010;GERL;P160
002-092-060-001;002;092;060;001;0010;GERL;P200
002-093-010-001;002;093;010;001;0010;GERL;P080
002-093-020-001;002;093;020;001;0010;GERL;P200
002-093-030-001;002;093;030;001;0010;GERL;P160
002-093-040-001;002;093;040;001;0010;GERL;P160
002-093-050-001;002;093;050;001;0010;GERL;P160
002-093-060-001;002;093;060;001;0010;GERL;P200
002-094-010-001;002;094;010;001;0010;GERL;P160
002-094-020-001;002;094;020;001;0010;GERL;P160
002-094-030-001;002;094;030;001;0010;GERL;P160
002-094-040-001;002;094;040;001;0010;GERL;P160
002-094-050-001;002;094;050;001;0010;GERL;P160
002-094-060-001;002;094;060;001;0010;GERL;P200
002-095-010-001;002;095;010;001;0010;GERL;P080
002-095-020-001;002;095;020;001;0010;GERL;P160
002-095-030-001;002;095;030;001;0010;GERL;P160
002-095-040-001;002;095;040;001;0010;GERL;P160
002-095-050-001;002;095;050;001;0010;GERL;P200
002-095-060-001;002;095;060;001;0010;GERL;P200
002-096-010-001;002;096;010;001;0010;GERL;P160
002-096-020-001;002;096;020;001;0010;GERL;P160
002-096-030-001;002;096;030;001;0010;GERL;P160
002-096-040-001;002;096;040;001;0010;GERL;P160
002-096-050-001;002;096;050;001;0010;GERL;P160
002-096-060-001;002;096;060;001;0010;GERL;P200
002-097-010-001;002;097;010;001;0010;GERL;P080
002-097-020-001;002;097;020;001;0010;GERL;P200
002-097-030-001;002;097;030;001;0010;GERL;P160
002-097-040-001;002;097;040;001;0010;GERL;P160
002-097-050-001;002;097;050;001;0010;GERL;P160
002-097-060-001;002;097;060;001;0010;GERL;P200
002-098-010-001;002;098;010;001;0010;GERL;P160
002-098-020-001;002;098;020;001;0010;GERL;P160
002-098-030-001;002;098;030;001;0010;GERL;P160
002-098-040-001;002;098;040;001;0010;GERL;P160
002-098-050-001;002;098;050;001;0010;GERL;P160
002-098-060-001;002;098;060;001;0010;GERL;P200
002-099-010-001;002;099;010;001;0010;GERL;P080
002-099-020-001;002;099;020;001;0010;GERL;P160
002-099-030-001;002;099;030;001;0010;GERL;P160
002-099-040-001;002;099;040;001;0010;GERL;P160
002-099-050-001;002;099;050;001;0010;GERL;P160
002-099-060-001;002;099;060;001;0010;GERL;P200
002-100-010-001;002;100;010;001;0010;GERL;P160
002-100-020-001;002;100;020;001;0010;GERL;P160
002-100-030-001;002;100;030;001;0010;GERL;P160
002-100-040-001;002;100;040;001;0010;GERL;P160
002-100-050-001;002;100;050;001;0010;GERL;P160
002-100-060-001;002;100;060;001;0010;GERL;P200
002-101-010-001;002;101;010;001;0010;GERL;P080
002-101-020-001;002;101;020;001;0010;GERL;P200
002-101-030-001;002;101;030;001;0010;GERL;P160
002-101-040-001;002;101;040;001;0010;GERL;P160
002-101-050-001;002;101;050;001;0010;GERL;P160
002-101-060-001;002;101;060;001;0010;GERL;P200
002-102-010-001;002;102;010;001;0010;GERL;P160
002-102-020-001;002;102;020;001;0010;GERL;P160
002-102-030-001;002;102;030;001;0010;GERL;P160
002-102-040-001;002;102;040;001;0010;GERL;P160
002-102-050-001;002;102;050;001;0010;GERL;P160
002-102-060-001;002;102;060;001;0010;GERL;P200
002-103-010-001;002;103;010;001;0010;GERL;P080
002-103-020-001;002;103;020;001;0010;GERL;P200
002-103-030-001;002;103;030;001;0010;GERL;P200
002-103-040-001;002;103;040;001;0010;GERL;P200
002-103-050-001;002;103;050;001;0010;GERL;P160
002-103-060-001;002;103;060;001;0010;GERL;P200
002-104-010-001;002;104;010;001;0010;GERL;P160
002-104-020-001;002;104;020;001;0010;GERL;P160
002-104-030-001;002;104;030;001;0010;GERL;P160
002-104-040-001;002;104;040;001;0010;GERL;P160
002-104-050-001;002;104;050;001;0010;GERL;P160
002-104-060-001;002;104;060;001;0010;GERL;P200
002-105-010-001;002;105;010;001;0010;GERL;P080
002-105-020-001;002;105;020;001;0010;GERL;P200
002-105-030-001;002;105;030;001;0010;GERL;P200
002-105-040-001;002;105;040;001;0010;GERL;P200
002-105-050-001;002;105;050;001;0010;GERL;P160
002-105-060-001;002;105;060;001;0010;GERL;P200
002-106-010-001;002;106;010;001;0010;GERL;P160
002-106-020-001;002;106;020;001;0010;GERL;P160
002-106-030-001;002;106;030;001;0010;GERL;P160
002-106-040-001;002;106;040;001;0010;GERL;P160
002-106-050-001;002;106;050;001;0010;GERL;P160
002-106-060-001;002;106;060;001;0010;GERL;P200
002-107-010-001;002;107;010;001;0010;GERL;P080
002-107-020-001;002;107;020;001;0010;GERL;P160
002-107-030-001;002;107;030;001;0010;GERL;P160
002-107-040-001;002;107;040;001;0010;GERL;P160
002-107-050-001;002;107;050;001;0010;GERL;P200
002-107-060-001;002;107;060;001;0010;GERL;P200
002-108-010-001;002;108;010;001;0010;GERL;P160
